post_id,year,make,model,price,odometer,condition,cylinders,drive,fuel,paint_color,title_status,type,transmission,url,title,
7024530202,2015,Ford,F-150,$0,120105,excellent,8 cylinders,rwd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/atl/ctd/d/jackson-2015-ford-f150-f-truck/7024530202.html,2015 Ford F150 F150 F 150 F-150 truck
7024501089,2008,Ford,F-150,$6995,unk,unk,unk,unk,gas,unk,clean,unk,automatic,https://atlanta.craigslist.org/atl/ctd/d/marietta-clean-2008-ford-150-xlt-crew/7024501089.html,CLEAN 2008 FORD F-150 XLT CREW CAB 4X4 CLEAN EMISSIONS CLEAN CAR FAX!
7024499309,6000,unk,F-150,$22995,99000,good,6 cylinders,unk,gas,red,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/norcross-6000-down-f150-xlt/7024499309.html,6000 Down (F150 XLT)
7024474749,2012,Ford,F-150,$9995,96252,unk,8 cylinders,rwd,unk,white,unk,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/marietta-2012-ford-150-2wd-reg-cab-126/7024474749.html,2012 *Ford* *F-150* *2WD Reg Cab 126 XL* Oxford Whit
7024374032,2010,unk,F-150,$10800,262000,excellent,8 cylinders,4wd,gas,unk,clean,truck,automatic,https://atlanta.craigslist.org/eat/cto/d/grayson-2010-f150-king-ranch-4x4/7024374032.html,2010 F150 King Ranch 4x4
7024360742,2011,Ford,F-150,$12500,unk,good,unk,unk,gas,blue,rebuilt,pickup,automatic,https://atlanta.craigslist.org/sat/cto/d/experiment-2011-ford-150-super-cab/7024360742.html,2011 Ford F-150 Super Cab
7024333846,2017,Ford,F-150,$23495,103150,unk,unk,4wd,gas,silver,clean,unk,automatic,https://atlanta.craigslist.org/atl/ctd/d/fort-oglethorpe-2017-ford-f-v8-xlt-4x4/7024333846.html,**2017 FORD F150 * 5.0 V8 * XLT * 4X4 * 1 OWNER **
7024294010,2010,Ford,F-150,$0,132711,excellent,8 cylinders,unk,gas,blue,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/norcross-2010-ford-f150-xlt/7024294010.html,2010 Ford F150 XLT
7024277964,unk,Ford,F-150,$28000,70000,excellent,6 cylinders,4wd,gas,black,clean,offroad,automatic,https://atlanta.craigslist.org/atl/cto/d/williamson-ford-150-ecoboost-off-road/7024277964.html,Ford F-150 EcoBoost Off Road
7024270251,2012,Ford,F-150,$16799,119809,unk,6 cylinders,rwd,gas,blue,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/marietta-2012-ford-150-xlt-skuckd08828/7024270251.html,2012 Ford F-150 XLT SKU:CKD08828 SuperCrew Cab
7024210552,2008,Ford,F-150,$10490,141443,excellent,8 cylinders,4wd,gas,unk,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/sarasota-2008-ford-f150-fx4-beast/7024210552.html,2008 Ford F150 FX4 Beast Edition
7024079549,2018,Ford,F-150,$31900,41342,unk,unk,4wd,gas,blue,clean,pickup,unk,https://atlanta.craigslist.org/sat/ctd/d/jackson-2018-ford-150-f-xlt-4x4-4dr/7024079549.html,2018 Ford F-150 F150 F 150 XLT 4x4 4dr SuperCrew 5.5 ft. SB - CASH PRICES!
7023725591,2014,Ford,F-150,$8500,175600,good,6 cylinders,rwd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/atl/cto/d/clarkston-2014-ford-f150-xl-8-bed/7023725591.html,2014 Ford F150 XL 8&#39; Bed
7023639625,2013,Ford,F-150,$21694,57030,unk,8 cylinders,rwd,gas,custom,clean,pickup,automatic,https://atlanta.craigslist.org/wat/ctd/d/marietta-2013-ford-150-xlt-skudfe02282/7023639625.html,2013 Ford F-150 XLT SKU:DFE02282 SuperCrew Cab
7023633980,2012,Ford,F-150,$0,0,good,6 cylinders,rwd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/sat/ctd/d/myrtle-beach-2012-ford-150-xl/7023633980.html,2012 Ford F-150 XL
7023624717,2015,Ford,F-150,$19999,105430,excellent,8 cylinders,4wd,gas,black,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/smyrna-2015-ford-150-4wd-supercrew-157/7023624717.html,2015 Ford F-150 4WD SuperCrew 157  XLT w/HD Payload Pkg
7023620093,2015,Ford,F-150,$10999,133095,excellent,6 cylinders,rwd,gas,white,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/smyrna-2015-ford-150-2wd-reg-cab-141-xl/7023620093.html,2015 Ford F-150 2WD Reg Cab 141  XL
7023618443,2017,Ford,F-150,$15999,100779,excellent,6 cylinders,rwd,gas,white,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/smyrna-2017-ford-150-xl-2wd-supercab-65/7023618443.html,2017 Ford F-150 XL 2WD SuperCab 6.5&#39; Box
7023611226,2008,Ford,F-150,$9995,163278,unk,unk,rwd,gas,red,clean,pickup,automatic,https://atlanta.craigslist.org/sat/ctd/d/columbus-2008-ford-150-bright-red-for/7023611226.html,2008 Ford F-150 Bright Red For Sale!
7023609387,2009,Ford,F-150,$6995,191612,unk,unk,rwd,gas,white,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/kennesaw-2009-ford-150-oxford-white/7023609387.html,2009 Ford F-150 Oxford White Must See - WOW!!!
7023609306,2008,Ford,F-150,$7495,172282,unk,unk,rwd,other,white,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/kennesaw-2008-ford-150-oxford-white-wow/7023609306.html,2008 Ford F-150 Oxford White WOW... GREAT DEAL!
7023452831,2009,Ford,F-150,$6800,308000,like new,8 cylinders,rwd,gas,blue,clean,truck,automatic,https://atlanta.craigslist.org/sat/cto/d/fayetteville-2009-ford-f150/7023452831.html,2009 ford f150
7023253386,2013,Ford,F-150,$16500,123630,unk,8 cylinders,4wd,gas,black,lien,unk,automatic,https://atlanta.craigslist.org/sat/cto/d/sharpsburg-2013-ford-f150/7023253386.html,2013 ford f150
7023212342,unk,Ford,F-150,$16000,unk,unk,unk,unk,gas,unk,lien,unk,automatic,https://atlanta.craigslist.org/nat/cto/d/winder-ford-150/7023212342.html,Ford F-150
7023191551,2011,Ford,F-150,$0,112122,excellent,8 cylinders,4wd,gas,black,clean,truck,automatic,https://atlanta.craigslist.org/nat/ctd/d/norcross-2011-ford-f150-f-truck-king/7023191551.html,2011 Ford F150 F150 F 150 F-150 truck King Ranch 4x4 4dr SuperCrew Sty - Black
7023083159,2013,Ford,F-150,$20690,105061,unk,8 cylinders,rwd,gas,white,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/union-city-2013-ford-150-lariat/7023083159.html,2013 Ford F-150 Lariat SKU:DKG02500 SuperCrew Cab
7023064222,2014,Ford,F-150,$25895,99891,unk,6 cylinders,4wd,gas,red,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/new-castle-2014-ford-150-4wd-supercrew/7023064222.html,2014 *Ford* *F-150* *4WD SuperCrew 157 FX4* Race Red
7023055759,2013,Ford,F-150,$9500,unk,unk,unk,unk,gas,unk,clean,unk,automatic,https://atlanta.craigslist.org/atl/ctd/d/jonesboro-2013-ford-f150-box-truck/7023055759.html,2013 Ford F150 Box Truck
7023041237,6000,unk,F-150,$22995,99000,good,6 cylinders,unk,gas,red,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/norcross-6000-down-f150-xlt/7023041237.html,6000 Down (F150 XLT)
7023022224,2008,Ford,F-150,$9995,213870,excellent,unk,4wd,gas,black,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/suwanee-2008-ford-150-fx4-4x4-4dr/7023022224.html,2008 Ford F-150 FX4 4x4 4dr SuperCrew Styleside 5.5 ft. SB Financing Availab
7022760960,2011,Ford,F-150,$7500,182000,excellent,unk,rwd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/eat/cto/d/conyers-2011-ford-150-work-truck/7022760960.html,2011 Ford F-150 Work Truck
7022426360,2010,Ford,F-150,$8999,244573,like new,unk,4wd,diesel,white,clean,truck,automatic,https://atlanta.craigslist.org/atl/ctd/d/winder/7022426360.html,*2010*Ford*F150*f250*silverado*1500*tacoma*tundra*2008*2009*2011*2012
7022382611,6000,unk,F-150,$22995,99000,good,6 cylinders,unk,gas,red,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/norcross-6000-down-f150-xlt/7022382611.html,6000 Down (F150 XLT)
7022173327,unk,Ford,F-150,$25000,79000,excellent,8 cylinders,4wd,gas,custom,clean,pickup,automatic,https://atlanta.craigslist.org/atl/cto/d/suwanee-ford-150-harley-davidson-edition/7022173327.html,Ford F-150 Harley Davidson edition
7022173145,2013,Ford,F-150,$18995,114368,excellent,unk,4wd,gas,black,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/snellville-2013-ford-150-lariat-4x4-4dr/7022173145.html,2013 Ford F-150 Lariat 4x4 4dr SuperCrew Styleside 5.5 ft. SB MAGIC MOTORS s
7022075886,2014,Ford,F-150,$16000,107200,excellent,8 cylinders,rwd,gas,orange,clean,pickup,automatic,https://atlanta.craigslist.org/wat/cto/d/newnan-2014-ford-f150-stx-sport-2wd/7022075886.html,2014 Ford F150 STX Sport 2WD
7021234357,2008,Ford,F-150,$10500,147317,good,8 cylinders,4wd,gas,blue,clean,pickup,automatic,https://atlanta.craigslist.org/sat/ctd/d/newnan-2008-ford-150-crew-cab-xlt-4x4/7021234357.html,2008 Ford F-150 Crew Cab XLT 4x4 F150 (0 Accidents)
7021217378,2018,Ford,F-150,$31900,41342,unk,unk,4wd,gas,blue,clean,pickup,unk,https://atlanta.craigslist.org/sat/ctd/d/jackson-2018-ford-150-f-xlt-4x4-4dr/7021217378.html,2018 Ford F-150 F150 F 150 XLT 4x4 4dr SuperCrew 5.5 ft. SB - CASH PRICES!
7021134004,2013,Ford,F-150,$0,67615,like new,8 cylinders,4wd,gas,black,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/norcross-2013-ford-f150-svt-raptor/7021134004.html,2013 Ford F150 SVT Raptor
7021087594,2011,Ford,F-150,$14995,110152,excellent,6 cylinders,rwd,gas,silver,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/marietta-2011-ford-150-super-crew-xlt/7021087594.html,2011 Ford F-150 Super Crew XLT Parking Sensors Clean car fax Excellent Condi
7020747206,2014,Ford,F-150,$10900,145000,excellent,8 cylinders,rwd,gas,white,clean,unk,automatic,https://atlanta.craigslist.org/sat/ctd/d/experiment-2014-ford-f150-xlt-ext-cab-4/7020747206.html,"2014 FORD F150 XLT EXT CAB 4-DR, 5.0L, LIFTED, NICE TRUCK ! LOOK !"
7020687717,2013,Ford,F-150,$0,0,good,6 cylinders,rwd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/nat/ctd/d/myrtle-beach-2013-ford-150-xl-8-ft-bed/7020687717.html,2013 Ford F-150 XL 8-ft. Bed 2WD
7020563541,2013,Ford,F-150,$24995,118078,unk,6 cylinders,4wd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/atl/ctd/d/fairview-2013-ford-150-f150-supercrew/7020563541.html,2013 Ford F-150 F150 SUPERCREW FX4 4x4
7020467153,2014,Ford,F-150,$0,0,good,6 cylinders,rwd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/atl/ctd/d/myrtle-beach-2014-ford-150-xlt-supercab/7020467153.html,2014 Ford F-150 XLT SuperCab 6.5-ft. Bed 2WD
7020411940,2008,Ford,F-150,$9492,178466,unk,8 cylinders,4wd,gas,black,clean,pickup,automatic,https://atlanta.craigslist.org/wat/ctd/d/buford-2008-ford-150-xlt-4x4-4wd-four/7020411940.html,2008 Ford F-150 XLT 4x4 4WD Four Wheel Drive SKU:8FA98117
7020242106,2015,Ford,F-150,$25500,50600,excellent,8 cylinders,fwd,gas,red,clean,truck,automatic,https://atlanta.craigslist.org/nat/cto/d/duluth-2015-ford-f150-xlt-super-crew-50/7020242106.html,"2015 Ford F150 XLT, Super Crew 5.0"
7020214049,unk,Ford,F-150,$0,8551,unk,6 cylinders,4wd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/atl/ctd/d/ford-f150-4x4-pickup-trucks-crew-cab/7020214049.html,Ford F150 4x4 Pickup Trucks Crew Cab Navigation Luxury Package Truck
7020152525,2013,Ford,F-150,$18900,152062,unk,unk,4wd,gas,unk,clean,pickup,automatic,https://atlanta.craigslist.org/sat/ctd/d/jackson-2013-ford-150-f-xlt-4x4-4dr/7020152525.html,2013 Ford F-150 F150 F 150 XLT 4x4 4dr SuperCrew Styleside 5.5 ft. SB - CASH PRI
7019926607,6000,unk,F-150,$22995,99000,good,6 cylinders,unk,gas,red,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/norcross-6000-down-f150-xlt/7019926607.html,6000 Down (F150 XLT)
7019880665,2013,Ford,F-150,$18900,95000,excellent,8 cylinders,rwd,gas,blue,clean,truck,automatic,https://atlanta.craigslist.org/sat/cto/d/fayetteville-2013-ford-f150-xlt-super/7019880665.html,2013 Ford F150 XLT Super Crew
7019814217,2013,Ford,F-150,$19900,95924,excellent,6 cylinders,rwd,gas,black,clean,truck,automatic,https://atlanta.craigslist.org/nat/cto/d/cumming-2013-ford-f150-lariat/7019814217.html,2013 Ford F150 - Lariat
7019796778,2015,Ford,F-150,$22797,81279,unk,8 cylinders,rwd,gas,grey,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/union-city-2015-ford-150-xlt/7019796778.html,2015 Ford F-150 XLT SKU:FFB28679 SuperCrew Cab
7019719510,2010,Ford,F-150,$3700,288000,good,6 cylinders,rwd,gas,silver,clean,pickup,automatic,https://atlanta.craigslist.org/atl/cto/d/smyrna-2010-ford/7019719510.html,"2010 Ford F-150 $3,700"
7019551348,unk,Ford,F-150,$20550,unk,unk,unk,unk,gas,unk,clean,unk,automatic,https://atlanta.craigslist.org/atl/cto/d/wilson-10-ford-150-svt-raptor/7019551348.html,‘10 Ford F-150 SVT Raptor
7019348039,2014,Ford,F-150,$10900,145000,excellent,8 cylinders,rwd,gas,white,clean,unk,automatic,https://atlanta.craigslist.org/sat/ctd/d/experiment-2014-ford-f150-xlt-ext-cab-4/7019348039.html,"2014 FORD F150 XLT EXT CAB 4-DR, 5.0L, LIFTED, NICE TRUCK ! LOOK !"
7019151035,2017,Ford,F-150,$21999,94286,excellent,6 cylinders,rwd,gas,silver,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/smyrna-2017-ford-150-xlt-2wd-supercrew/7019151035.html,2017 Ford F-150 XLT 2WD SuperCrew 5.5&#39; Box
7019149699,2016,Ford,F-150,$20999,89121,excellent,6 cylinders,4wd,gas,black,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/smyrna-2016-ford-150-4wd-supercab-145/7019149699.html,2016 Ford F-150 4WD SuperCab 145  XLT
7019149366,2016,Ford,F-150,$21999,72052,excellent,6 cylinders,rwd,gas,black,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/smyrna-2016-ford-150-2wd-supercrew-145/7019149366.html,2016 Ford F-150 2WD SuperCrew 145 XLT
7019148713,2016,Ford,F-150,$20999,99981,excellent,6 cylinders,rwd,gas,blue,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/smyrna-2016-ford-150-2wd-supercrew-157/7019148713.html,2016 Ford F-150 2WD SuperCrew 157  XL
7019141984,2011,Ford,F-150,$14050,166776,good,6 cylinders,rwd,gas,custom,clean,truck,automatic,https://atlanta.craigslist.org/nat/ctd/d/statham-2011-ford-150-xlt-supercrew-2wd/7019141984.html,2011 FORD F-150 XLT SUPERCREW 2WD
7019115255,2015,Ford,F-150,$23259,95526,unk,6 cylinders,rwd,gas,black,clean,pickup,automatic,https://atlanta.craigslist.org/wat/ctd/d/buford-2015-ford-150-lariat-skuffd01419/7019115255.html,2015 Ford F-150 Lariat SKU:FFD01419 SuperCrew Cab
7019060831,unk,Ford,F-150,$0,96816,unk,6 cylinders,4wd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/atl/ctd/d/ford-4x4-trucks-f150-platinum/7019060831.html,Ford 4x4 Trucks F150 Platinum Navigation Luxury Package Crew Cab Truck
7018642852,2013,Ford,F-150,$0,111873,excellent,6 cylinders,rwd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/nat/ctd/d/norcross-2013-ford-f150-f-truck-xlt-4x2/7018642852.html,2013 Ford F150 F150 F 150 F-150 truck XLT 4x2 4dr SuperCrew
7018636998,2008,Ford,F-150,$7995,128526,excellent,unk,unk,gas,unk,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/snellville-2008-ford-150-xl-4x2-4dr/7018636998.html,2008 Ford F-150 XL 4x2 4dr SuperCrew Styleside 5.5 ft. SB with
7018635423,2014,Ford,F-150,$7780,241345,unk,8 cylinders,rwd,unk,white,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/buford-2014-ford-150-2wd-supercab-white/7018635423.html,2014 *Ford* *F-150* *2WD SUPERCAB* WHITE
7018568055,2012,Ford,F-150,$0,0,good,6 cylinders,rwd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/atl/ctd/d/myrtle-beach-2012-ford-150-xl/7018568055.html,2012 Ford F-150 XL
7018540881,6000,unk,F-150,$22995,99000,good,6 cylinders,unk,gas,red,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/norcross-6000-down-f150-xlt/7018540881.html,6000 Down (F150 XLT)
7018535166,2012,Ford,F-150,$25900,unk,unk,unk,unk,gas,unk,clean,unk,automatic,https://atlanta.craigslist.org/nat/cto/d/jasper-2012-ford-150-lariat-4x4/7018535166.html,2012 Ford F-150 Lariat 4x4
7018516835,2016,Ford,F-150,$17300,25700,unk,unk,unk,gas,unk,clean,unk,automatic,https://atlanta.craigslist.org/atl/ctd/d/lawrenceville-2016-ford-f150-xlt-eco/7018516835.html,2016 FORD F150 XLT ECO BOOST
7018480950,2018,Ford,F-150,$0,30882,good,8 cylinders,rwd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/atl/ctd/d/myrtle-beach-2018-ford-150-xl-supercrew/7018480950.html,2018 Ford F-150 XL SuperCrew 5.5-ft. Bed 2WD
7018290738,2015,Ford,F-150,$18500,26578,unk,unk,unk,gas,unk,clean,unk,automatic,https://atlanta.craigslist.org/atl/cto/d/lawrenceville-great-shape2015-ford-f150/7018290738.html,great shape2015 Ford F150 XLT automatic 4 door runs great V8
7018281966,2013,Ford,F-150,$10900,179000,unk,unk,fwd,other,white,clean,pickup,automatic,https://atlanta.craigslist.org/sat/ctd/d/jackson-2013-ford-150-f-stx-4x2-4dr/7018281966.html,2013 Ford F-150 F150 F 150 STX 4x2 4dr SuperCab Styleside 6.5 ft. SB - CASH PRIC
7018248073,2014,Ford,F-150,$27900,94920,unk,unk,4wd,gas,black,clean,pickup,automatic,https://atlanta.craigslist.org/sat/ctd/d/jackson-2014-ford-150-f-fx4-4x4-4dr/7018248073.html,2014 Ford F-150 F150 F 150 FX4 4x4 4dr SuperCrew Styleside 5.5 ft. SB - CASH PRI
7018212741,2015,Ford,F-150,$13999,187132,excellent,6 cylinders,4wd,gas,white,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/smyrna-2015-ford-150-4wd-supercrew-145/7018212741.html,2015 Ford F-150 4WD SuperCrew 145  XL
7018203533,unk,Ford,unk,$0,184657,unk,8 cylinders,4wd,gas,white,clean,truck,automatic,https://atlanta.craigslist.org/atl/ctd/d/ford-150-fx4-crew-cab-4x4-pickups/7018203533.html,Ford F 150 FX4 Crew Cab 4x4 Pickups trucks Leather Sunroof SuperCrew !
7018203337,2012,Ford,F-150,$7500,186185,excellent,6 cylinders,4wd,gas,white,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/smyrna-2012-ford-150-4wd-supercab-145-xl/7018203337.html,2012 Ford F-150 4WD SuperCab 145  XL
7018200724,2016,Ford,F-150,$14599,141055,excellent,unk,rwd,gas,white,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/smyrna-2016-ford-150-2wd-supercab-145-xl/7018200724.html,2016 Ford F-150 2WD SuperCab 145  XL
7018198538,2014,Ford,F-150,$9999,104291,excellent,6 cylinders,rwd,gas,white,clean,pickup,automatic,https://atlanta.craigslist.org/nat/ctd/d/smyrna-2014-ford-150-2wd-reg-cab-145-xl/7018198538.html,2014 Ford F-150 2WD Reg Cab 145  XL
7018165943,2013,unk,F-150,$25500,unk,good,unk,4wd,gas,unk,clean,unk,automatic,https://atlanta.craigslist.org/atl/cto/d/fayetteville-limited/7018165943.html,2013 F-150 Limited
7017886851,2017,Ford,F-150,$23495,103150,unk,unk,4wd,gas,silver,clean,unk,automatic,https://atlanta.craigslist.org/atl/ctd/d/fort-oglethorpe-2017-ford-f-v8-xlt-4x4/7017886851.html,**2017 FORD F150 * 5.0 V8 * XLT * 4X4 * 1 OWNER **
7017880719,6000,unk,F-150,$22995,99000,good,6 cylinders,unk,gas,red,clean,pickup,automatic,https://atlanta.craigslist.org/atl/ctd/d/norcross-6000-down-f150-xlt/7017880719.html,6000 Down (F150 XLT)
7017653518,unk,Ford,F-150,$0,135378,unk,6 cylinders,rwd,gas,red,clean,truck,automatic,https://atlanta.craigslist.org/atl/ctd/d/ford-f150-trucks-pickup-truck-carfax/7017653518.html,Ford F150 Trucks Pickup Truck Carfax Certified Bluetooth NICE F 150
7017607892,unk,Ford,F-150,$0,77472,unk,6 cylinders,4wd,gas,silver,clean,truck,automatic,https://atlanta.craigslist.org/atl/ctd/d/ford-4x4-trucks-f150-cheap-pickup-truck/7017607892.html,Ford 4x4 Trucks F150 Cheap Pickup Truck Carfax Certified Low Miles
7017597873,2009,Ford,F-150,$15000,150000,excellent,8 cylinders,4wd,gas,grey,clean,truck,automatic,https://atlanta.craigslist.org/nat/cto/d/canton-2009-ford-f150-platinum/7017597873.html,2009 Ford F150 Platinum
7017578435,2018,unk,F-150,$33700,19800,unk,8 cylinders,4wd,gas,white,clean,unk,automatic,https://atlanta.craigslist.org/nat/cto/d/buford-f150-xlt-50-fx4-sport/7017578435.html,2018 F-150 F150 XLT 5.0 FX4 Sport
